Issuer Name,Industry,Debt to Equity,EBITDA Margin,Interest Coverage,Issue Size (₹Cr),DefaultFlag,Final Rating
Danke Technoelectro Pvt. Ltd.,Power - Transmission,2.45,0.00,1.03,23,No,B
Puran Murti Educational Society,Education,1.74,0.00,2.80,10.98,No,B
Manuelsons Hotels Pvt. Ltd.,Hotels & Resorts,4.06,0.00,1.59,5,No,B
Naduvile Idom Hospitality Pvt. Ltd.,Hotels & Resorts,1.79,0.00,-15.36,7.65,No,B
Sri Renga Timbers,Forest Products,13.46,0.00,1.56,15,No,B
Nandu Chemicals Pvt. Ltd.,Pharmaceuticals,2.33,0.00,1.73,7.24,No,B
R Narayana Reddy & Sons Constructions Pvt. Ltd.,Civil Construction,3.02,0.00,2.68,7.1,No,B
Amman Industries,Forest Products,27.49,0.00,1.46,11.85,No,B
Maruthi Traders,Forest Products,11.91,0.00,1.16,11.9,No,B
Sri Thirumurugan Agencies,Forest Products,15.17,0.00,1.25,11.9,No,B
Sri Krishna Timbers,Forest Products,13.36,0.00,1.15,11.8,No,B
Sri Srinivash Timbers,Forest Products,3.20,0.00,3.92,15,No,B
Shree Vishal Jewellers,"Gems, Jewellery And Watches",18.29,0.00,2.50,12.5,No,B
Yuga Builders,Real Estate related services,0.63,0.00,17.35,16,No,B
Kumar Industries,Iron & Steel,3.88,0.00,1.09,5,No,B
Real Agro Foods,Other Agricultural Products,5.89,0.00,2.98,6,No,B
Jupiter Trade Solution India Pvt. Ltd.,Trading & Distributors,0.85,0.00,2.43,10,No,B
Chowel India Pvt. Ltd.,Auto Components & Equipments,3.03,0.00,1.89,10,No,B
Raj Rice Mills,Other Agricultural Products,9.85,0.00,1.92,10,No,B
GK Sons Engineering Enterprises Pvt. Ltd.,Industrial Products,2.97,0.00,1.73,36.82,No,B
York Cellulose Pvt. Ltd.,Paper & Paper Products,1.85,0.00,2.12,11.38,No,B
Swamy Concrete Products Pvt. Ltd.,Civil Construction,2.07,0.00,1.68,9.55,No,B
Avmark Polymers Pvt. Ltd.,Other Utilities,2.38,0.00,-8.81,15,No,B
Mutiara Roofing Industries Pvt. Ltd.,Iron & Steel Products,0.85,0.00,0.08,5,No,B
Eshwar Trust,Education,4.95,0.00,2.50,14,No,B
Ludhiana Builders,Civil Construction,0.80,0.00,2.73,6.5,No,B
S.M.Ram Coal Importers,Coal,3.62,0.00,1.00,19,No,B
Royal Splendour Developers Pvt. Ltd.,Real Estate Investment Trusts (REITs),3.55,0.00,1.25,28,No,B
Anup Insulation Pvt. Ltd.,Industrial Products,2.14,0.00,1.11,5.8,No,B
Sneha Packers Pvt. Ltd.,Other Utilities,4.00,0.00,1.19,11.25,No,B
Lakshmi Vinayaka Traders,Other Textile Products,11.62,0.00,1.26,7,No,B
Manjeera Hotels & Resorts Pvt. Ltd.,Hotels & Resorts,1.98,0.00,0.55,78,No,B
Daily Fresh Fruits India Pvt. Ltd.,Other Beverages,1.66,0.00,3.12,8.2,No,B
Vraj Cotspin Pvt. Ltd.,Other Textile Products,2.85,0.00,1.76,10,No,B
Sri Shiridi Sairam Rice Mill,Other Agricultural Products,0.70,0.00,2.12,6.68,No,B
O.P. Associates,Breweries & Distilleries,4.35,0.00,2.06,5.4,No,B
B.K SINGH & Others,Breweries & Distilleries,4.07,0.00,1.47,6,No,B
Saraswati Component Motors Pvt. Ltd.,Auto Components & Equipments,5.91,0.00,1.43,30,No,B
Chirchind Hydro Power Limited,Power Generation,0.56,0.00,2.38,6.55,No,B
Shail Infratech Ltd.,"Residential, Commercial Projects",14.93,0.00,-20.67,12,No,B
Swamy Vivekananda Educational Trust,Education,0.44,0.00,5.84,7,No,B
Sri Gopal Auto Stores,Auto Dealer,3.08,0.00,0.90,5.5,No,B
Behari Colds Pvt. Ltd.,Food Storage Facilities,6.27,0.00,1.75,8.41,No,B
Vinayaka Industries,Other Agricultural Products,4.21,0.00,1.51,6.82,No,B
Neo Power Electronics & Projects Pvt. Ltd.,Industrial Products,3.19,0.00,1.75,7.08,No,B
Mohanlal Mathrani Construction Pvt. Ltd.,Civil Construction,0.87,0.00,-1.73,11,No,B
Matha & Co,Other Agricultural Products,3.32,0.00,1.82,13.72,No,B
Orbit Cera Tiles Pvt. Ltd.,Ceramics,1.00,0.00,2.53,7.92,No,B
Sathavahana Breeding & Hatcheries Pvt. Ltd.,Meat Products including Poultry,1.76,0.00,1.83,8,No,B
Dhanvir Food Products,Other Agricultural Products,3.81,0.00,1.68,18.21,No,B
Sri Subbulakshmi Modern Rice Mill,Other Agricultural Products,1.60,0.00,1.35,7.5,No,B
Thota Coldcell Pvt. Ltd.,Heavy Electrical Equipment,5.54,0.00,0.94,27.5,No,B
Balaji Chawal Mills Pvt. Ltd.,Other Agricultural Products,9.83,0.00,-59.49,11.5,No,B
Shree Sita Rice Mill,Other Agricultural Products,9.76,0.00,1.36,14.68,No,B
Vaishnav Dall Mill,Other Agricultural Products,2.80,0.00,1.50,6.7,No,B
Suyash Kraft and Papers Ltd.,Paper & Paper Products,0.91,0.00,1.63,18.24,No,B
T.R. Agro Industries,Other Agricultural Products,11.62,0.00,1.20,26.7,No,B
Sri Ganapathi Agro Industries,Other Agricultural Products,5.47,0.00,1.29,10.5,No,B
Srinivasa Cotton Traders,Other Agricultural Products,3.74,0.00,3.39,5,No,B
Jalaram Saw Mill,Forest Products,1.52,0.00,1.08,13,No,B
Sri Lalita Devi Cashew Products,Other Food Products,2.64,0.00,1.25,5,No,B
Himalayan Packaging Industries Pvt. Ltd.,Plastic Products - Consumer,2.11,0.00,1.91,21.11,No,B
Himalayan Polymer Industries,Specialty Chemicals,2.92,0.00,1.60,22.54,No,B
Sagar Pulses Pvt. Ltd.,Other Agricultural Products,1.66,0.00,2.40,7.14,No,B
Kumaran Poultry Farm,Meat Products including Poultry,22.89,0.00,2.14,9.36,No,B
Maa Sherawali Ispat Pvt. Ltd.,Ferro & Silica Manganese,0.91,0.00,1.68,34.5,No,B
Ramani Timber Mart,Forest Products,1.46,0.00,0.90,11,No,B
Sungrace Syntex Pvt. Ltd.,Garments & Apparels,6.24,0.00,3.00,10.02,No,B
Landmark Mining Pvt. Ltd.,"Residential, Commercial Projects",76.55,0.00,13.84,9.75,No,B
Haryana Food & General Mills,Other Agricultural Products,3.38,0.00,1.15,15,No,B
AAA Paper Marketing Ltd.,Paper & Paper Products,0.77,0.00,1.51,23,No,B
Yash Agro Industries,Other Textile Products,3.38,0.00,1.38,6.35,No,B
Orbit Cera Tiles Pvt Ltd,Ceramics,1.00,0.00,2.53,7.92,No,B
Shreyas Cottons Ginning & Pressing Factory,Other Textile Products,4.21,0.00,1.92,12.18,No,B
Surya Rice & General Mills,Other Agricultural Products,1.58,0.00,0.99,5.56,No,B
CM Automobiles Pvt. Ltd.,Auto Dealer,1.99,0.00,-0.47,9.54,No,B
Shreebhav Polyweaves Pvt. Ltd.,Garments & Apparels,0.73,0.00,3.43,10.4,No,B
S.M.Ram Coal Importers,Coal,1.04,0.00,2.58,7,No,B
Virendra Jewels Pvt. Ltd.,"Gems, Jewellery And Watches",4.33,0.00,2.21,9,No,B
Navin Cotex,Other Textile Products,1.82,0.00,2.04,6.5,No,B
Godavari Cotton Industries,Other Textile Products,1.63,0.00,1.72,5.06,No,B
Prabhat Industries,Other Agricultural Products,2.07,0.00,1.21,8.47,No,B
Sri Ganapathi Agro Industries,Other Agricultural Products,2.02,0.00,3.81,10,No,B
Sri Mahadev Cotton Ginning Industries,Other Textile Products,2.14,0.00,2.45,5.2,No,B
T.R. Agro Industries,Other Agricultural Products,6.93,0.00,1.25,10.17,No,B
Sharma Videos Pvt. Ltd.,Consumer Electronics,4.45,0.00,0.58,12,No,B
Sri Venkatram Spinners Pvt. Ltd.,Other Textile Products,50.58,0.00,3.67,37.17,No,B
Sri Bala Medical Centre and Hospitals Pvt. Ltd,Hospital,1.43,0.00,0.75,8.4,No,B
Laxmi Industries,Other Textile Products,2.83,0.00,1.07,7.1,No,B
RR Prestress Industries,Iron & Steel Products,1.98,0.00,-0.38,6.45,No,B
Deepak Rice Industries,Other Agricultural Products,8.15,0.00,2.57,8.58,No,B
Sri Mahadeshwara Agro Rice Tech,Other Agricultural Products,50.79,0.00,1.84,7.45,No,B
Royal Kitchen Appliances Pvt. Ltd.,Houseware,15.97,0.00,3.77,11.17,No,B
Baijnath Charitable and Educational Trust,Education,19.59,0.00,1.68,8,No,B
Pramukhraj Steel Industries,Iron & Steel Products,1.65,0.00,-0.26,7.5,No,B
Sri Rama Poultries,Meat Products including Poultry,4.10,0.00,2.19,11.3,No,B
High Energy Batteries (India) Ltd,Heavy Electrical Equipment,4.31,0.00,-0.50,35,No,B
Bansal Agro Industries,Other Textile Products,19.53,0.00,-0.77,10,No,B
Gopalakrishna Textile Mills Pvt. Ltd.,Other Textile Products,15.84,0.00,10.65,14.61,No,B
Unosack Flexible Packaging Pvt. Ltd.,Packaging,2.75,0.00,1.76,5,No,B
Sharda Udyog,Edible Oil,5.73,0.00,3.03,9.75,No,B
Senthil Spinners Pvt. Ltd.,Other Textile Products,4.85,0.00,5.54,5.5,No,B
KKG Industries.,Household Appliances,24.79,0.00,3.19,18.1,No,B
Hotel Rumani,Hotels & Resorts,8.21,0.00,2.55,5.86,No,B
JBR Chemicals Pvt. Ltd,Hotels & Resorts,12.94,0.00,1.28,7.4,No,B
Real Agro Foods,Other Agricultural Products,8.46,0.00,3.48,6,No,B
Narsingh Thakur,Civil Construction,2.00,0.00,2.04,8.84,No,B
Pavan Rice Industries ,Other Agricultural Products,1.93,0.00,1.79,6.13,No,B
Dong Sung Automotive India Pvt. Ltd.,Auto Components & Equipments,0.49,0.00,5.45,8,No,B
Orbit Cera Tiles Pvt. Ltd.,Ceramics,0.95,0.00,2.73,7.92,No,B
Sri Lakshmi Vidhya Cold Storage Pvt Ltd,Food Storage Facilities,0.05,0.00,4.68,11.16,No,B
Sri Lakshmi Malleswari Cold Storage Pvt Ltd,Food Storage Facilities,0.52,0.00,2.03,10,No,B
Rishu Construction,Civil Construction,0.96,0.00,1.95,9.35,No,B
Yogesh Industries,Other Agricultural Products,2.10,0.00,1.35,8,No,B
Shiva Trading Company,Other Agricultural Products,47.54,0.00,21.34,29.75,No,B
Shivangi Agro India Pvt. Ltd,Other Food Products,19.36,0.00,10.52,15,No,B
Amruth Industries,Other Agricultural Products,8.41,0.00,1.39,5.7,No,B
Green Gold Tree Farmers Pvt Ltd,Other Construction Materials,2.53,0.00,1.51,5.7,No,B
Nimai Kar,Civil Construction,0.32,0.00,7.69,6,No,B
BK Agro Product,Other Agricultural Products,0.90,0.00,1.24,10,No,B
MKB Foods Pvt. Ltd,Other Agricultural Products,3.30,0.00,-0.29,6.85,No,B
Universal Trust of Education & Research,Education,8.98,0.00,1.99,13.9,No,B
Accutech Agro Pvt Ltd,Fertilizers,7.01,0.00,5.08,5.78,No,B
Vijaypandiyan Textiles Pvt. Ltd.,Other Textile Products,0.80,0.00,5.60,18.58,No,B
Grand De Himalaya Hotels & Resorts Pvt Ltd,Hotels & Resorts,31.70,0.00,-16.96,6.5,No,B
Agro Nut & Food Co,Other Food Products,1.34,0.00,0.16,6,No,B
Sri Ayyappa Industries Pvt Ltd,Other Agricultural Products,2.97,0.00,0.49,9.82,No,B
JAK Communications Pvt. Ltd.,Other Telecom Services,0.42,0.00,-0.40,40,No,B
M N Associates,Jute & Jute Products,3.41,0.00,1.45,6,No,B
Waris Buildcon (India) Pvt. Ltd.,Civil Construction,1.06,0.00,1.97,10,No,B
Deraz Engineers,Trading & Distributors,0.66,0.00,1.60,6,No,B
Sunland Ventures Pvt Ltd,"Residential, Commercial Projects",-1284.56,0.00,-11.77,24,No,B
Tirupati Cold Storage Pvt. Ltd.,Food Storage Facilities,0.98,0.00,0.57,7.55,No,B
Jaikumar Constructions LLP,"Residential, Commercial Projects",0.25,0.00,1.00,20,No,B
Sri Vijayalakshmi Modern Rice Mill,Other Agricultural Products,3.32,0.00,0.98,10,No,B
DHS Group (Formerly known as MM Enterprises),Tea & Coffee,4.08,0.00,1.31,9,No,B
Rahul Ferromet & Engineering Pvt Ltd,Industrial Products,3.70,0.00,1.75,19.63,No,B
KRS Infrastructures ,Real Estate Investment Trusts (REITs),1.33,0.00,2.95,10,No,B
Four Seasons Frozen,Other Agricultural Products,1.82,0.00,8.67,10,No,B
Shreebhav Polyweaves Pvt. Ltd.,Garments & Apparels,0.51,0.00,4.35,10.4,No,B
Naetek Ferrocastings Pvt. Ltd,Auto Components & Equipments,2.32,0.00,1.52,5.8,No,B
Zevraat,"Gems, Jewellery And Watches",5.63,0.00,1.12,9,No,B
Al-Raheem International Pvt Ltd,Animal Feed,1.56,0.00,1.62,9.5,No,B
Electro Meck Industries,Civil Construction,0.95,0.00,1.03,6.25,No,B
Kinsey Knitt International ,Garments & Apparels,5.29,0.00,2.38,12,No,B
S. Sellammal Paddy Processing Mill,Other Agricultural Products,1.53,0.00,1.74,8,No,B
Sree Anjaneya Exports,Garments & Apparels,1.52,0.00,1.58,6.5,No,B
Press Form Industries,Industrial Products,1.42,0.00,2.15,10.1,No,B
Amaravathi Spinning Mills (Rajapalayam) Pvt. Ltd.,Other Textile Products,2.00,0.00,1.37,15.08,No,B
Ashta Lakshmi Rice Industry,Other Agricultural Products,1.15,0.00,1.33,9,No,B
Mangalore Fishmeal & Oil Company,Other Food Products,1.55,0.00,1.40,9.34,No,B
Hanuman Trading Company,Trading & Distributors,4.58,0.00,1.23,10,No,B
NC Enterprises,Civil Construction,7.13,0.00,1.44,10,No,B
Royal Valley Processing Mills,Other Textile Products,0.39,0.00,6.32,6.45,No,B
Sri Dhanalaxmi Agro Industries,Other Agricultural Products,2.68,0.00,1.41,15,No,B
N Sreeramareddy,Power Generation,3.81,0.00,2.37,11,No,B
Sai Balaji Cotton Industries,Other Textile Products,2.15,0.00,2.01,9.4,No,B
Vembar Timber Agencies,Forest Products,0.80,0.00,1.10,7,No,B
Sri Hanuman Cotton Ginners,Other Textile Products,3.20,0.00,2.36,5.75,No,B
OM Shree Agro Industries Pvt. Ltd.,Edible Oil,8.70,0.00,2.77,5,No,B
AS Rice Industries,Other Agricultural Products,1.22,0.00,3.27,7.5,No,B
National Jewels,"Gems, Jewellery And Watches",4.02,0.00,1.18,13.5,No,B
Chamandeshwarishri,Petrochemicals,6.05,0.00,1.39,6,No,B
Abinav Ginning Mill,Other Textile Products,5.89,0.00,1.64,10,No,B
Sharma Rice Mills,Other Food Products,4.05,0.00,1.61,13.92,No,B
Chhabi Electricals Pvt. Ltd.,Consumer Electronics,2.39,0.00,1.04,16,No,B
Universal Auto Components Pvt. Ltd.,Auto Components & Equipments,2.51,0.00,3.10,14.83,No,B
GBKC Fashions,Other Textile Products,4.38,0.00,1.37,10,No,B
Kalaburagi Scanning & Diagnostic Centre,Healthcare Service Provider,1.47,0.00,7.53,6.2,No,B
Seethal Constructions,Civil Construction,0.92,0.00,3.13,11,No,B
Shri Krishna Overseas,Other Agricultural Products,4.84,0.00,1.55,6.38,No,B
Prabhat Industries,Other Agricultural Products,2.07,0.00,1.21,8.47,No,B
Manikyam Poultry Farm,Meat Products including Poultry,2.28,0.00,1.68,10.17,No,B
Muthus Golden Rice Products Pvt.Ltd,Food Storage Facilities,2.21,0.00,1.50,17,No,B
Sona Dall Udyog,Other Agricultural Products,1.69,0.00,1.48,8,No,B
Luxmi Medicos,Pharmaceuticals,3.99,0.00,1.03,5.5,No,B
Shanu Traders Pvt. Ltd.,Consumer Electronics,2.41,0.00,1.31,5.5,No,B
O.P. Associates,Breweries & Distilleries,4.14,0.00,1.63,5.4,No,B
RP Printers,Paper & Paper Products,2.28,0.00,1.96,9,No,B
Sree Narayana Gurukulam Charitable Trust,Education,0.30,0.00,7.49,21.71,No,B
Vigel Manufacturing Technologies Pvt. Ltd.,Auto Components & Equipments,-1.34,0.00,7.97,7,No,B
Mulji Devshi Export Pvt Ltd,Other Agricultural Products,1.40,0.00,1.33,8,No,B
Arunachala Trading Company,Paper & Paper Products,2.20,0.00,1.39,6,No,B
Shail Infratech Ltd.,"Residential, Commercial Projects",1.01,0.00,1.40,12,No,B
Navarathinam Spinners,Other Textile Products,0.66,0.00,2.54,6.37,No,B
Mangal Murti Industries,Other Agricultural Products,3.56,0.00,1.05,9.72,No,B
Someswar Casting Pvt Ltd,Castings & Forgings,3.84,0.00,1.42,6,No,B
Wonderland Academy of Early Learning Pvt Ltd,Education,-16.58,0.00,1.10,8.5,No,B
Ranergy Solutions Pvt Ltd,Heavy Electrical Equipment,13.69,0.00,7.67,12,No,B
CK Rajan,Civil Construction,2.65,0.00,2.32,13.5,No,B
Ramsri Constructions Private Limited,Civil Construction,0.03,0.00,47.35,10,No,B
Syscon Developers Pvt Ltd,Civil Construction,2.63,0.00,0.76,7.17,No,B
Hike Leather Pvt. Ltd,Footwear,6.91,0.00,1.44,15,No,B
Ads Pro Shield,Castings & Forgings,0.36,0.00,4.15,18,No,B
Manav Rice Mills,Other Agricultural Products,14.53,0.00,1.06,27,No,B
Bahirat Estate LLP,"Residential, Commercial Projects",1.88,0.00,1.32,16.5,No,B
Jayaa Sree Textiles Pvt Ltd,Garments & Apparels,4.26,0.00,1.61,6,No,B
Sri Annapurna Agro Industries,Other Food Products,4.66,0.00,1.70,14.38,No,B
Authentic Ocean Treasure,Animal Feed,1.77,0.00,4.08,25,No,B
Ratan Lal Rajendra Prasad Khandsari Limited,Sugar,4.21,0.00,1.80,6,No,B
Shree Woollen Industries,"Furniture, Home Furnishing",5.00,0.00,1.67,5,No,B
SSD Overseas,Edible Oil,1.53,0.00,9.30,30,No,B
Nalari Ferro Alloys Pvt Ltd,Ferro & Silica Manganese,0.36,0.00,-2.97,14.8,No,B
Trishla Cotton & General Mill Pvt Ltd,Other Textile Products,1.87,0.00,1.92,5.98,No,B
Maan Trading Private Limited,Cement & Cement Products,20.46,0.00,1.44,20,No,B
Om Motors,Auto Dealer,3.03,0.00,1.45,9,No,B
Shiridi Sainath Industries,Other Agricultural Products,2.73,0.00,0.67,13,No,B
Kingswood Infrastructure Pvt. Ltd.,"Residential, Commercial Projects",1.44,0.00,1.29,14,No,B
Mahaveer Thermoplast LLP,Plastic Products - Consumer,13.61,0.00,1.66,10,No,B
M Mohan Doss ,Civil Construction,2.13,0.00,4.03,5,No,B
RKB Agro Industries Ltd,Other Textile Products,4.68,0.00,1.43,10,No,B
Mahesh Vegoils Pvt. Ltd.,Edible Oil,3.60,0.00,2.37,11.56,No,B
South India Bromine and Allied Chemicals Pvt Ltd,Commodity Chemicals,0.71,0.00,3.22,7,No,B
Shanker Forge Pvt. Ltd.,Iron & Steel Products,5.23,0.00,3.18,4,No,B
Shanker Traders,Iron & Steel Products,5.80,0.00,1.32,6,No,B
Raja Insulations & Refractories Pvt Ltd,Diversified Commercial Services,2.22,0.00,1.00,8,No,B
Jesmajo Industrial Fabrications Karnataka Pvt. Ltd.,LPG/CNG/PNG/LNG Supplier,0.76,0.00,2.66,9.5,No,B
Prakash Roadlines Corporation Ltd.,Logistics Solution Provider,1.54,0.00,2.59,13,No,B
Shri Shri Niwasji Oil Refiners Pvt Ltd,Oil Exploration & Production,3.00,0.00,1.91,7,No,B
Sanjhdeep Gas Energy,Industrial Gases,1.50,0.00,2.76,7,No,B
Avante Medical,Medical Equipment & Supplies,1.66,0.00,1.07,5.5,No,B
Divya Prabha Spinning Mills,Garments & Apparels,1.50,0.00,0.98,7.4,No,B
Laxmi Rice mIlls,Other Agricultural Products,8.07,0.00,1.42,15,No,B
Kunj Power Projects Pvt. Ltd.,Power - Transmission,3.27,0.00,1.69,13,No,B
IRP Infra Tech,Civil Construction,1.50,0.00,1.98,18,No,B
Didwaniya Exim Pvt. Ltd.,Coal,1.39,0.00,1.27,12,No,B
Encore Projects Pvt. Ltd.,Industrial Products,2.95,0.00,1.44,6.58,No,B
Icon Cables Limited,Cables - Electricals,1.06,0.00,1.24,8.5,No,B
Laxmi Vishnu Cotton Industries,Other Agricultural Products,2.47,0.00,3.20,5.25,No,B
Vimal Platnium Private Limited,Other Textile Products,2.48,0.00,1.92,7.23,No,B
Mico Plast Industries Private Limited,Packaging,2.31,0.00,1.27,20.51,No,B
Pithampur Petro Pharma Pvt. Ltd.,Other Construction Materials,3.28,0.00,1.97,6,No,B
Royal Kitchen Appliances Pvt. Ltd.,Houseware,17.42,0.00,3.45,11.17,No,B
Shree Narsing Dev Sugar Private Limited,Sugar,18.80,0.00,1.88,36.63,No,B
Scarlet Textile Mill (I) Pvt Ltd,Other Textile Products,7.41,0.00,1.47,8.32,No,B
Maruthi Motors,Auto Dealer,1.25,0.00,0.21,7.5,No,B
Rakesh Sandal Industries,Other Utilities,3.83,0.00,1.76,6,No,B
GMC International,Animal Feed,4.89,0.00,1.07,6.5,No,B
Kedia Guar Gram Private Limited,Other Agricultural Products,1.43,0.00,1.60,5.5,No,B
Techno Tools,Auto Components & Equipments,0.93,0.00,1.24,7,No,B
Chaitra Civil Ventures LLP (erstwhile Chaitra Industries),Civil Construction,3.07,0.00,1.38,17,No,B
Sri Sudha Sesamum Agro Foods & Exports Pvt Ltd,Oil Storage & Transportation,2.37,0.00,1.18,12,No,B
Arasu Jewels,"Gems, Jewellery And Watches",3.19,0.00,1.23,6,No,B
Navinchandra & Co.,Tractors,1.39,0.00,2.39,13,No,B
Maruti Nandan Cotton Industries,Other Textile Products,2.38,0.00,1.40,8.48,No,B
Prabhat Industries,Other Agricultural Products,4.96,0.00,1.11,8.47,No,B
Dass Rice & Oil Mills,Other Agricultural Products,2.08,0.00,1.13,9,No,B
Excel Engineering Enterprises,Civil Construction,0.48,0.00,5.41,7.5,No,B
Godavari Cotton Industries,Other Textile Products,1.67,0.00,1.70,5.06,No,B
Sree Krishna Trading Corporation,Other Food Products,7.32,0.00,1.18,14.5,No,B
PGH International Private Limited,Real Estate related services,0.43,0.00,2.60,75.54,No,B
M R Industries,Trading - Auto Components,2.23,0.00,3.37,8.35,No,B
Murugavilas Textiles,Other Textile Products,2.69,0.00,2.27,12.59,No,B
Aditya Grain Industries,Other Food Products,19.60,0.00,2.54,14.6,No,B
Sri Venkata Rama Food Products ,Other Agricultural Products,1.96,0.00,1.93,8.84,No,B
Jayakumari Logistics Private Limited,Logistics Solution Provider,7.44,0.00,1.80,6.75,No,B
Chahal Spintex Ltd,Other Textile Products,59.30,0.00,1.99,36,No,B
Shri Hamika Poultry Farm,Other Agricultural Products,4.30,0.00,1.90,5.65,No,B
Gopalakrishna Textile Mills Pvt. Ltd.,Other Textile Products,16.26,0.00,9.17,14.61,No,B
Shivam Foods Private Limited,Other Agricultural Products,3.28,0.00,0.90,14.75,No,B
Keshav Agro,Forest Products,3.60,0.00,2.15,10,No,B
Parul Technochem,Other Electrical Equipment,6.14,0.00,0.87,8.25,No,B
Pramukhraj Steel Industries,Iron & Steel Products,1.36,0.00,3.01,7.5,No,B
MMG Constructions LLP,"Residential, Commercial Projects",8.15,0.00,1.53,7.5,No,B
Sangam Construction,Civil Construction,2.67,0.00,1.71,4.65,No,B
Karam Steel Corporation,Iron & Steel Products,4.82,0.00,0.65,10,No,B
Ruksh Enterprises ,Leather And Leather Products,2.73,0.00,2.10,8.61,No,B
Anup Insulation Pvt. Ltd.,Industrial Products,1.75,0.00,1.75,5.8,No,B
Sai Lakshmi Steels,Iron & Steel,1.62,0.00,3.33,6.65,No,B
Maruti Films Private Limited,Media & Entertainment,0.02,0.00,-44.38,18,No,B
JBR Chemicals Pvt. Ltd,Hotels & Resorts,1.63,0.00,1.89,7,No,B
Sona Industries Pvt. Ltd.,Other Textile Products,1.79,0.00,3.38,7.5,No,B
Haryana Food & General Mills,Other Agricultural Products,5.24,0.00,1.22,15,No,B
Shriyan Polymers,Other Industrial Products,5.17,0.00,1.21,5.9,No,B
Jaipuria Infrastructure Developers Pvt. Ltd.,"Residential, Commercial Projects",2.51,0.00,1.34,30,No,B
Sanmaan Agro Industries,Other Agricultural Products,14.40,0.00,1.10,15.5,No,B
Tristar Tradelinks Pvt. Ltd.,Distributors,3.16,0.00,1.20,19.85,No,B
Mamta Seeds,Other Agricultural Products,4.15,0.00,1.57,10,No,B
Goyal Developers,"Residential, Commercial Projects",0.11,0.00,5.35,6.6,No,B
Pragati Agencies,Other Textile Products,0.51,0.00,0.19,9.7,No,B
Tulsi Ram  & Co,Civil Construction,0.92,0.00,2.12,14.5,No,B
NK International,Garments & Apparels,5.31,0.00,1.24,10,No,B
Century LED Limited,Consumer Electronics,2.03,0.00,-1.48,75,No,B
Vijay Mahiendra Spinntex Pvt. Ltd.,Garments & Apparels,2.17,0.00,2.16,27,No,B
Avyaktt Oils Private Limited,Edible Oil,2.26,0.00,1.80,6.25,No,B
Strawberry Polymers Pvt Ltd,Diversified Metals,-79.24,0.00,2.00,7,No,B
Ushasri Cotton & Ginning Mills Pvt. Ltd,Other Agricultural Products,4.22,0.00,1.30,7,No,B
ND Gupta and Sons,Civil Construction,5.56,0.00,0.90,7.5,No,B
Royal Refinery Pvt. Ltd,"Gems, Jewellery And Watches",2.37,0.00,1.49,48,No,B
Amyra  Foods Pvt Ltd,Other Agricultural Products,2.41,0.00,2.28,25,No,B
Press Form Industries,Industrial Products,1.42,0.00,2.15,10.1,No,B
Bhagwat Printing Press,Print Media,3.84,0.00,2.62,11.62,No,B
Sara Agro Industries,Other Agricultural Products,5.56,0.00,0.31,13.1,No,B
Sai Balaji Cotton Industries,Other Textile Products,3.26,0.00,1.36,13.4,No,B
Sriya Farms and Feeds Pvt Ltd,Other Agricultural Products,44.56,0.00,2.96,25,No,B
Shri Hiramani Cold Storage Pvt Ltd,Food Storage Facilities,2.41,0.00,0.79,5.37,No,B
